AScore_Sample58,AScore_Sample59,AScore_Sample60,AScore_Sample61,AScore_Sample62,AScore_Sample63,AScore_Sample64,AScore_Sample65,AScore_Sample66,AScore_Sample67,AScore_Sample68,AScore_Sample69,AScore_Sample70,AScore_Sample71,AScore_Sample72,AScore_Sample73,AScore_Sample74,AScore_Sample75,AScore_Sample76,AScore_Sample77,AScore_Sample78,AScore_Sample79,AScore_Sample80,AScore_Sample81,AScore_Sample82,AScore_Sample83,AScore_Sample84,AScore_Sample157,AScore_Sample158,AScore_Sample159,AScore_Sample160,AScore_Sample161,AScore_Sample162,AScore_Sample163,AScore_Sample164,AScore_Sample165,AScore_Sample166,AScore_Sample167,AScore_Sample168,AScore_Sample169,AScore_Sample170,AScore_Sample171,AScore_Sample172,AScore_Sample173,AScore_Sample174,AScore_Sample175,AScore_Sample176,AScore_Sample177,AScore_Sample178,AScore_Sample179,AScore_Sample180,AScore_Sample181,AScore_Sample182,AScore_Sample183
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G1:Carbamidomethylation (DHKE  X@N-term):76.82;K4:Dimethylation(KR):12.28,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K4:Lactylation:1000.00;R5:Methylation(KR):74.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K4:Lactylation:1000.00;R5:Methylation(KR):27.65
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G1:Propionate labeling reagent light:13.71;K4:Dihydroxy:0.00;R5:Dimethylation(KR):0.00,NA,NA,G1:Propionate labeling reagent light:15.01;K4:Dihydroxy:0.00;R5:Dimethylation(KR):0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K4:Lactylation:1000.00;R5:Dihydroxy:72.73;S7:Dehydration:29.58,NA,K4:Lactylation:1000.00;R5:Dihydroxy:62.39;S7:Dehydration:41.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I1:Propionate labeling reagent light:14.02,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:33.98,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:24.44,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:24.44,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:14.02,I1:Propionate labeling reagent light:14.02,I1:Propionate labeling reagent light:14.02,I1:Propionate labeling reagent light:14.02,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:12.28,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:12.28,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:12.28,I1:Propionate labeling reagent light:40.00,I1:Propionate labeling reagent light:14.02,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:14.02,I1:Propionate labeling reagent light:17.01,I1:Propionate labeling reagent light:17.01
NA,I1:Carbamylation:1000.00,NA,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,NA,I1:Carbamylation:1000.00,NA,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,NA,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00,I1:Carbamylation:1000.00
NA,I1:Carbamidomethylation (DHKE  X@N-term):61.82,I1:Carbamidomethylation (DHKE  X@N-term):61.82,I1:Carbamidomethylation (DHKE  X@N-term):74.45,I1:Carbamidomethylation (DHKE  X@N-term):34.90,NA,NA,NA,NA,I1:Carbamidomethylation (DHKE  X@N-term):61.82,I1:Carbamidomethylation (DHKE  X@N-term):68.66,I1:Carbamidomethylation (DHKE  X@N-term):76.63,I1:Carbamidomethylation (DHKE  X@N-term):54.34,I1:Carbamidomethylation (DHKE  X@N-term):80.85,NA,NA,I1:Carbamidomethylation (DHKE  X@N-term):90.89,I1:Carbamidomethylation (DHKE  X@N-term):79.01,I1:Carbamidomethylation (DHKE  X@N-term):91.95,NA,NA,NA,I1:Carbamidomethylation (DHKE  X@N-term):123.26,I1:Carbamidomethylation (DHKE  X@N-term):121.20,I1:Carbamidomethylation (DHKE  X@N-term):85.00,I1:Carbamidomethylation (DHKE  X@N-term):54.91,NA,NA,NA,I1:Carbamidomethylation (DHKE  X@N-term):68.66,NA,NA,NA,NA,I1:Carbamidomethylation (DHKE  X@N-term):31.96,I1:Carbamidomethylation (DHKE  X@N-term):38.89,I1:Carbamidomethylation (DHKE  X@N-term):43.89,I1:Carbamidomethylation (DHKE  X@N-term):33.48,I1:Carbamidomethylation (DHKE  X@N-term):58.30,NA,NA,I1:Carbamidomethylation (DHKE  X@N-term):66.06,I1:Carbamidomethylation (DHKE  X@N-term):39.93,I1:Carbamidomethylation (DHKE  X@N-term):81.12,I1:Carbamidomethylation (DHKE  X@N-term):66.06,I1:Carbamidomethylation (DHKE  X@N-term):7.99,I1:Carbamidomethylation (DHKE  X@N-term):42.78,I1:Carbamidomethylation (DHKE  X@N-term):59.68,NA,I1:Carbamidomethylation (DHKE  X@N-term):36.87,NA,I1:Carbamidomethylation (DHKE  X@N-term):28.13,I1:Carbamidomethylation (DHKE  X@N-term):28.13,I1:Carbamidomethylation (DHKE  X@N-term):66.06
NA,S2:Propionate labeling reagent light:17.01,S2:Propionate labeling reagent light:14.02,S2:Propionate labeling reagent light:17.01,S2:Propionate labeling reagent light:17.01,S2:Propionate labeling reagent light:17.01,S2:Propionate labeling reagent light:17.01,S2:Propionate labeling reagent light:17.01,NA,S2:Propionate labeling reagent light:14.02,S2:Propionate labeling reagent light:14.02,S2:Propionate labeling reagent light:7.21,S2:Propionate labeling reagent light:14.02,S2:Propionate labeling reagent light:17.01,S2:Propionate labeling reagent light:30.46,NA,S2:Propionate labeling reagent light:14.02,S2:Propionate labeling reagent light:17.01,S2:Propionate labeling reagent light:17.01,S2:Propionate labeling reagent light:17.01,S2:Propionate labeling reagent light:17.01,S2:Propionate labeling reagent light:14.02,S2:Propionate labeling reagent light:17.01,S2:Propionate labeling reagent light:17.01,S2:Propionate labeling reagent light:14.02,S2:Propionate labeling reagent light:12.28,S2:Propionate labeling reagent light:17.01,NA,NA,S2:Propionate labeling reagent light:12.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,S2:Propionate labeling reagent light:7.65,NA,S2:Propionate labeling reagent light:17.01,NA,S2:Propionate labeling reagent light:10.11,S2:Propionate labeling reagent light:17.01,NA,NA,S2:Propionate labeling reagent light:14.02,S2:Propionate labeling reagent light:17.01,NA,S2:Propionate labeling reagent light:14.02,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,R10:Amidation:1000.00,NA,NA,NA,NA,NA,R10:Amidation:1000.00,R10:Amidation:1000.00,NA,R10:Amidation:1000.00,NA,R10:Amidation:1000.00,R10:Amidation:1000.00,R10:Amidation:1000.00,R10:Amidation:1000.00,R10:Amidation:1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,R10:Amidation:1000.00,NA,NA,NA,NA,NA,NA,R10:Amidation:1000.00,NA,NA,NA,R10:Amidation:1000.00,NA,R10:Amidation:1000.00,NA,R10:Amidation:1000.00,NA,R10:Amidation:1000.00
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I1:Carbamidomethylation (DHKE  X@N-term):66.06;S2:Dehydration:49.79,NA,NA,NA,NA,NA,NA,NA,NA,I1:Carbamidomethylation (DHKE  X@N-term):51.01;S2:Dehydration:49.79,I1:Carbamidomethylation (DHKE  X@N-term):31.02;S2:Dehydration:37.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T9:Dehydration:3.29;R10:Methylation(KR):1000.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,T9:Dehydration:3.29;R10:Methylation(KR):1000.00,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G1:Propionate labeling reagent light:12.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G1:Propionate labeling reagent light:0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,K4:Propionate labeling reagent light:24.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K4:Propionate labeling reagent light:18.00,NA,K4:Propionate labeling reagent light:24.24,K4:Propionate labeling reagent light:24.24,NA,NA,K4:Propionate labeling reagent light:24.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,K4:Propionate labeling reagent light:26.52,NA,NA,K4:Propionate labeling reagent light:38.16,NA,K4:Propionate labeling reagent light:26.52,K4:Propionate labeling reagent light:26.52,K4:Propionate labeling reagent light:38.16,NA,K4:Propionate labeling reagent light:18.00,NA,K4:Propionate labeling reagent light:32.97,NA,NA,NA,K4:Propionate labeling reagent light:26.52,NA,K4:Propionate labeling reagent light:22.34
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,NA,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,NA,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,NA,NA,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00,G1:Propionate labeling reagent light:1000.00;K4:Propionate labeling reagent light:1000.00
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G1:Carbamylation:40.63;K4:Propionate labeling reagent light:40.63,NA,G1:Carbamylation:44.44;K4:Propionate labeling reagent light:44.44,NA,G1:Carbamylation:47.09;K4:Propionate labeling reagent light:47.09,G1:Carbamylation:47.09;K4:Propionate labeling reagent light:47.09,NA,G1:Carbamylation:56.34;K4:Propionate labeling reagent light:56.34,G1:Carbamylation:47.09;K4:Propionate labeling reagent light:47.09,NA,NA,G1:Carbamylation:57.45;K4:Propionate labeling reagent light:57.45,NA,NA,G1:Carbamylation:32.97;K4:Propionate labeling reagent light:32.97,G1:Carbamylation:40.63;K4:Propionate labeling reagent light:40.63,NA,G1:Carbamylation:62.26;K4:Propionate labeling reagent light:62.26
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G1:Carbamylation:1000.00;K4:Carbamylation:1000.00,NA,NA,NA,NA,G1:Carbamylation:1000.00;K4:Carbamylation:1000.00,NA,G1:Carbamylation:1000.00;K4:Carbamylation:1000.00,NA,NA,NA,G1:Carbamylation:1000.00;K4:Carbamylation:1000.00,NA,NA,G1:Carbamylation:1000.00;K4:Carbamylation:1000.00,NA,NA,G1:Carbamylation:1000.00;K4:Carbamylation:1000.00
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G1:Carbamidomethylation (DHKE  X@N-term):28.36;K4:Propionate labeling reagent light:28.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K10:Propionate labeling reagent light:178.24,K10:Propionate labeling reagent light:199.32,K10:Propionate labeling reagent light:145.92,K10:Propionate labeling reagent light:184.54,K10:Propionate labeling reagent light:143.22,K10:Propionate labeling reagent light:123.34,K10:Propionate labeling reagent light:137.04,K10:Propionate labeling reagent light:178.84,K10:Propionate labeling reagent light:126.05,K10:Propionate labeling reagent light:113.83,K10:Propionate labeling reagent light:155.51,K10:Propionate labeling reagent light:143.22,K10:Propionate labeling reagent light:175.09,K10:Propionate labeling reagent light:158.68,K10:Propionate labeling reagent light:140.39,K10:Propionate labeling reagent light:95.39,K10:Propionate labeling reagent light:199.32,K10:Propionate labeling reagent light:166.66,K10:Propionate labeling reagent light:137.04,K10:Propionate labeling reagent light:178.84,K10:Propionate labeling reagent light:218.32,K10:Propionate labeling reagent light:127.49,K10:Propionate labeling reagent light:178.84,K10:Propionate labeling reagent light:127.49,K10:Propionate labeling reagent light:199.69,K10:Propionate labeling reagent light:195.94,K10:Propionate labeling reagent light:222.43,NA,K10:Propionate labeling reagent light:95.42,K10:Propionate labeling reagent light:156.52,NA,NA,NA,NA,NA,NA,K10:Propionate labeling reagent light:175.25,K10:Propionate labeling reagent light:106.84,K10:Propionate labeling reagent light:178.24,K10:Propionate labeling reagent light:159.26,K10:Propionate labeling reagent light:164.46,K10:Propionate labeling reagent light:186.74,K10:Propionate labeling reagent light:184.54,K10:Propionate labeling reagent light:141.67,K10:Propionate labeling reagent light:222.43,K10:Propionate labeling reagent light:199.32,K10:Propionate labeling reagent light:195.94,K10:Propionate labeling reagent light:222.43,K10:Propionate labeling reagent light:184.54,K10:Propionate labeling reagent light:159.26,K10:Propionate labeling reagent light:189.20,K10:Propionate labeling reagent light:218.32,K10:Propionate labeling reagent light:159.26,K10:Propionate labeling reagent light:222.43
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,K10:Carbamylation:67.25,NA,NA,NA,NA,K10:Carbamylation:74.13,K10:Carbamylation:46.57,K10:Carbamylation:77.76,K10:Carbamylation:95.39,K10:Carbamylation:28.81,NA,K10:Carbamylation:113.27,NA,K10:Carbamylation:18.61,NA,K10:Carbamylation:95.39,NA,K10:Carbamylation:127.49
D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,NA,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00,D1:Propionate labeling reagent light:1000.00;K10:Propionate labeling reagent light:1000.00
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D1:Carbamylation:142.42;K10:Propionate labeling reagent light:142.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D1:Carbamylation:66.54;K10:Propionate labeling reagent light:66.54,NA,NA,NA,D1:Carbamylation:99.51;K10:Propionate labeling reagent light:99.51,NA,NA,NA,D1:Carbamylation:50.04;K10:Propionate labeling reagent light:50.04,D1:Carbamylation:218.32;K10:Propionate labeling reagent light:218.32,D1:Carbamylation:175.25;K10:Propionate labeling reagent light:175.25,D1:Carbamylation:175.25;K10:Propionate labeling reagent light:175.25,D1:Carbamylation:197.55;K10:Propionate labeling reagent light:197.55,D1:Carbamylation:175.25;K10:Propionate labeling reagent light:175.25,D1:Carbamylation:199.32;K10:Propionate labeling reagent light:199.32,D1:Carbamylation:197.55;K10:Propionate labeling reagent light:197.55,D1:Carbamylation:222.06;K10:Propionate labeling reagent light:222.06,D1:Carbamylation:197.55;K10:Propionate labeling reagent light:197.55,D1:Carbamylation:153.91;K10:Propionate labeling reagent light:153.91,D1:Carbamylation:156.52;K10:Propionate labeling reagent light:156.52,D1:Carbamylation:127.49;K10:Propionate labeling reagent light:127.49,D1:Carbamylation:142.42;K10:Propionate labeling reagent light:142.42,D1:Carbamylation:175.25;K10:Propionate labeling reagent light:175.25,D1:Carbamylation:175.25;K10:Propionate labeling reagent light:175.25,D1:Carbamylation:197.55;K10:Propionate labeling reagent light:197.55,D1:Carbamylation:155.51;K10:Propionate labeling reagent light:155.51,D1:Carbamylation:197.55;K10:Propionate labeling reagent light:197.55
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D1:Carbamylation:1000.00;K10:Carbamylation:1000.00,NA,NA,NA,NA,D1:Carbamylation:1000.00;K10:Carbamylation:1000.00,D1:Carbamylation:1000.00;K10:Carbamylation:1000.00,D1:Carbamylation:1000.00;K10:Carbamylation:1000.00,D1:Carbamylation:1000.00;K10:Carbamylation:1000.00,NA,NA,D1:Carbamylation:1000.00;K10:Carbamylation:1000.00,NA,NA,NA,NA,NA,D1:Carbamylation:1000.00;K10:Carbamylation:1000.00
